id,first_name,last_name,aadhaar_number,gender,age,blood_group,blood_pressure,cholestrol,heart_rate,disabled,diagnosis
579,Cindelyn,Petigrew,192946443131,Female,37,A+,110/70,198.78,61,Yes,Erectile dysfunction
580,Merrili,O'Conor,731207873405,Female,87,B-,110/70,233.77,91,Yes,Autism spectrum disorder
581,Orelie,Powter,127152542589,Female,14,A+,140/95,217.43,168,No,Dengue fever
582,Lorens,Starbucke,260681028479,Male,13,O+,120/80,285.74,102,Yes,Attention-deficit/hyperactivity disorder (ADHD)
583,Eyde,O'Gaven,900963079038,Female,57,O-,120/80,298.03,172,Yes,Tourette syndrome
584,Dell,Dionsetti,215209988993,Male,86,AB-,110/70,188.67,126,No,Meningitis
585,Malvina,Ciccarello,321050702719,Female,12,A+,140/95,282.18,159,No,Hepatitis
586,Cassaundra,Skipp,695395816319,Genderqueer,84,AB-,120/80,250.91,63,Yes,Sleep apnea
587,Erika,Sandells,198820443012,Female,9,B+,110/70,256.81,152,Yes,Sickle cell anemia
588,Mary,Tolfrey,641484403591,Female,97,O-,110/70,153.41,65,No,Varicose veins
589,Roman,Bonwell,106435818380,Male,55,A+,110/70,275.58,118,No,Ovarian cancer
590,Sonya,Wooton,930707665815,Female,99,A+,110/70,189.57,84,Yes,Brain tumor
591,Johnathan,O' Scallan,550963377057,Male,81,B-,140/95,284.25,92,No,Gastritis
592,Maury,Beeckx,283953648546,Male,64,A+,110/70,171.25,163,Yes,Gastritis
593,Ellary,Sirrell,881455256484,Male,74,A+,125/85,208.14,99,No,Ulcerative colitis
594,Jennee,Dach,102001775535,Female,95,B-,125/85,280.18,85,Yes,Diabetes mellitus
595,Hasheem,Britee,935767438256,Male,18,O-,125/85,163.76,140,Yes,Alzheimer's disease
596,Harold,Crebbin,763207062452,Male,45,A-,140/95,242.03,128,Yes,Cardiovascular disease
597,Giorgia,Cordero,748503274420,Female,64,B+,125/85,128.92,191,No,Non-melanoma skin cancer
598,Tabor,Gyde,757401670584,Male,102,O-,125/85,237.41,127,No,Fibrosis
599,Dorene,Savatier,910583247800,Female,69,B-,140/95,299.03,112,Yes,Crohn's disease
600,Rog,Simanek,198862345146,Male,32,A-,120/80,275.92,99,Yes,Bipolar disorder
601,Thaxter,Thorneloe,750691406782,Male,100,AB-,125/85,205.62,97,Yes,Wilson's disease
602,Sondra,Lain,998115414975,Female,25,O+,130/90,111.98,112,No,Depression
603,Curry,Belford,274842850241,Male,77,AB+,130/90,296.06,99,Yes,Turner syndrome
604,Sarita,McConnulty,596026684355,Female,65,B+,130/90,266.59,112,Yes,Asthma
605,Kalli,Tattershaw,243443512262,Female,69,AB-,140/95,293.68,84,No,Schizophrenia
606,Kalvin,Ocklin,658998236103,Male,11,O+,140/95,106.22,117,Yes,Huntington's disease
607,Miles,Allcott,339399676874,Male,98,O+,140/95,176.75,79,Yes,Tuberculosis
608,Torey,Crewes,861965767644,Female,61,B-,110/70,184.11,116,Yes,Irritable bowel syndrome (IBS)
609,Marlin,Troy,507183100893,Male,59,AB+,120/80,268.44,111,Yes,Cardiovascular disease
610,Brandy,Tarrier,700809909215,Female,23,O+,130/90,146.04,86,No,Endometriosis
611,Katya,Keningham,382256649186,Female,81,B+,120/80,223.08,78,Yes,Influenza
612,Shanon,Heminsley,130357236707,Female,39,AB+,120/80,209.39,168,No,Amyotrophic lateral sclerosis (ALS)
613,Windham,Slee,462184182762,Male,42,O+,140/95,190.74,171,No,Thalassemia
614,Pryce,Guttridge,629031212020,Agender,27,O-,125/85,208.45,62,No,Parkinson's disease
615,Martica,Slayton,568804750326,Female,70,B+,130/90,271.63,140,Yes,Cancer
616,Christy,Shelf,723480908790,Female,100,O-,140/95,281.04,122,No,Chronic kidney disease
617,Georgeanne,Judd,182005789688,Female,81,B+,110/70,284.13,174,No,Amyotrophic lateral sclerosis (ALS)
618,Dewie,Shears,843783664633,Male,79,B-,110/70,269.59,194,Yes,Rosacea
619,Mick,Pethrick,631545705468,Male,72,O+,120/80,228.72,65,Yes,Pneumonia
620,Sile,Domenge,873842111486,Female,75,A+,130/90,290.26,187,No,Irritable bowel syndrome (IBS)
621,Courtenay,Streader,741032522752,Female,91,A+,140/95,125.76,140,Yes,Bladder cancer
622,Franny,Klaassens,626409067524,Male,50,B+,125/85,131.37,123,No,Graves' disease
623,Cortie,Danigel,298848064520,Male,51,A+,125/85,251.88,84,Yes,Celiac disease
624,Una,Windham,772516508683,Female,48,O-,140/95,144.51,133,No,Hemochromatosis
625,Cristen,Andersen,744287761424,Female,6,O-,125/85,201.49,105,No,Macular degeneration
626,Fiann,Riditch,925299807257,Female,10,O-,120/80,158.09,135,No,Diabetes mellitus
627,Pearle,Simka,418270270490,Female,62,O-,130/90,104.5,186,No,HIV/AIDS
628,Penni,Plaister,392185017370,Female,4,B-,120/80,243.56,133,Yes,Huntington's disease
629,Lezlie,Barnwille,538982937628,Non-binary,36,AB-,125/85,103.1,83,No,Rosacea
630,Roanna,Wozencroft,257295995929,Female,28,O-,110/70,227.55,200,Yes,Bladder infection
631,Raff,Darthe,490287756335,Male,89,O+,130/90,103.19,130,No,Endometriosis
632,Rosabella,Bawles,716595541049,Female,36,A+,140/95,172.14,86,Yes,Alzheimer's disease
633,Arch,Gossington,833552602176,Polygender,80,B-,125/85,240.52,97,No,Addison's disease
634,Laetitia,Catcheside,939717170250,Female,88,O-,140/95,296.57,90,No,Sleep apnea
635,Gladi,Aubry,943521223756,Polygender,69,O+,120/80,109.46,118,Yes,Fibromyalgia
636,Ellis,Langer,107555894354,Non-binary,69,O+,110/70,248.56,182,No,Uterine cancer
637,Donny,Blasik,670839477331,Female,64,A-,125/85,183.7,133,No,Schizophrenia
638,Aldis,Gauche,384103650392,Male,48,A+,120/80,260.11,98,No,Hypertension
639,Clemente,Paule,901879813209,Male,57,A+,140/95,195.67,64,Yes,Osteoporosis
640,Yovonnda,Woodward,454592943197,Polygender,34,O+,110/70,249.9,136,No,Non-melanoma skin cancer
641,Susi,Breffit,495297434719,Female,14,A+,110/70,199.05,77,Yes,Fibromyalgia
642,Bren,Meadmore,974802777184,Male,98,O-,125/85,260.39,146,Yes,Acne
643,Cammy,Meeny,857621820514,Male,64,A+,140/95,106.47,67,Yes,Cardiovascular disease
644,Adelina,Spratling,508008764519,Female,77,AB-,110/70,138.54,159,Yes,Ebola virus disease
645,Lurline,Garnar,234646303866,Female,42,B+,125/85,216.51,133,Yes,Gout
646,Corabelle,Braisted,689669674113,Female,51,A-,140/95,153.14,103,Yes,Gastroenteritis
647,Verna,Blaes,886293345415,Female,25,AB+,125/85,172.26,120,Yes,Pneumonia
648,Garwin,Simmans,541019280522,Male,6,B-,140/95,293.6,199,No,Asthma
649,Franzen,Rushmer,101454247051,Male,78,O+,140/95,256.5,125,Yes,Irritable bowel syndrome (IBS)
650,Miguel,Sennett,469129671821,Male,16,A-,120/80,236.02,199,No,Gastritis
651,Matt,Delucia,629716980896,Male,48,O+,120/80,175.39,80,Yes,Cancer
652,Dorise,Moorcroft,583940510884,Female,84,O-,120/80,146.61,107,Yes,Rheumatoid arthritis
653,Land,Shallcroff,250479793324,Male,13,O+,125/85,251.06,124,No,Hemochromatosis
654,Ciro,Hussell,916692456625,Male,41,A-,120/80,243.34,174,No,Gastritis
655,Julianne,Bloxland,807074321588,Female,30,AB-,120/80,263.06,181,Yes,Psoriasis
656,Traci,Polin,984862635190,Female,98,O+,125/85,138.22,158,Yes,Kidney stones
657,Giavani,Cardo,564099650756,Male,50,B+,120/80,263.43,116,No,Influenza
658,Halli,Ibotson,416237262021,Female,81,O+,120/80,211.32,185,No,Anxiety disorders
659,Pattin,Campaigne,925200880837,Male,92,O+,125/85,287.04,97,No,Bladder cancer
660,Scott,Elt,717964850385,Genderqueer,23,O-,130/90,212.95,140,Yes,Fibromyalgia
661,Letti,Schurig,788396266731,Female,42,A-,125/85,288.37,198,No,Non-melanoma skin cancer
662,Elena,Clohisey,756582339832,Female,20,A-,110/70,192.21,102,No,Huntington's disease
663,Mathilda,Leachman,646030644478,Polygender,26,O-,130/90,189.01,172,Yes,Glaucoma
664,Spike,Antecki,713978172684,Male,43,A+,130/90,278.36,139,Yes,Ulcerative colitis
665,Roobbie,Cannavan,391366669582,Female,96,O-,125/85,215.06,76,No,Thrombosis
666,Moria,Lasseter,224680949015,Female,80,O-,120/80,166.52,94,Yes,Pneumonia
667,Briant,Lardiner,666243880224,Male,71,O-,130/90,203.15,138,Yes,Thalassemia
668,Karoly,Grinnell,883957544226,Female,47,B-,125/85,265.74,83,Yes,Irritable bowel syndrome (IBS)
669,Myer,Yegorov,297363248421,Male,43,O+,130/90,143.48,142,No,Cancer
670,Isacco,Billion,668005365032,Male,85,AB-,140/95,233.88,118,No,Kidney stones
671,Denys,Soares,459012019496,Genderqueer,24,A+,140/95,258.93,72,Yes,Cancer
672,Lynette,Weir,354456515880,Female,48,B+,125/85,197.82,153,Yes,Huntington's disease
673,Katee,Yanshonok,622385517870,Female,95,B-,120/80,143.2,106,No,Pancreatitis
674,Emmie,Headey,273644369204,Female,5,AB+,125/85,209.28,194,Yes,Psoriasis
675,Berte,Clurow,910969992502,Female,97,B+,130/90,143.76,139,No,Glioblastoma
676,Toma,Kosel,378082211138,Female,46,O-,140/95,191.57,63,No,Lymphoma
677,Matthiew,Toovey,973146969420,Male,77,A+,120/80,101.72,65,No,Acne
678,Tersina,McAteer,670040511832,Female,85,B+,130/90,271.26,184,No,Down syndrome
679,Fergus,Stanborough,777725023581,Male,85,O+,130/90,234.83,145,No,Psoriasis
680,Iorgo,Mithon,463541155168,Male,9,AB+,110/70,134.98,107,No,Lupus
681,Jae,Dodd,495772570976,Male,5,O+,130/90,172.64,115,No,Polycystic ovarian syndrome (PCOS)
682,Erhart,Wakefield,504064841057,Male,30,AB+,120/80,252.21,116,No,Pancreatic cancer
683,Billie,Dillinger,683877061987,Female,80,AB-,120/80,222.7,198,No,Polycystic kidney disease
684,Aurilia,Tother,147574601059,Female,14,A+,130/90,189.55,83,Yes,Testicular cancer
685,Maurizia,Cogdell,237262427496,Female,17,O+,120/80,207.86,74,No,Acne
686,Sari,Lagen,339053852009,Female,59,A-,125/85,143.35,71,No,Leukemia
687,Brenn,Scandrick,369199068521,Female,21,O-,120/80,102.88,122,No,Hepatitis
688,Dorothee,Beadnell,825313604978,Female,66,A-,130/90,124.94,103,No,Cholera
689,Beatriz,Moneypenny,815446922612,Female,39,AB-,110/70,151.53,128,No,Testicular cancer
690,Frederico,Mullis,799966836086,Male,83,A-,125/85,113.03,136,Yes,Psoriatic arthritis
691,Tania,Lindermann,993790907771,Female,47,B+,140/95,247.37,154,No,Glaucoma
692,Sven,Milmoe,427320898955,Male,38,A+,110/70,282.8,181,No,Myeloma
693,Harlin,Szwandt,567399486863,Male,24,B-,130/90,164.43,170,No,Psoriasis
694,Hunter,Plait,701989975443,Male,41,A+,120/80,244.97,100,Yes,Bladder infection
695,Davis,Prescot,465819661716,Male,44,B-,125/85,233.13,162,Yes,Crohn's disease
696,Nikoletta,Cree,886798054807,Female,24,B-,140/95,206.26,186,No,Irritable bowel syndrome (IBS)
697,Melony,Gilli,618225759646,Female,50,AB-,140/95,108.45,130,No,Depression
698,Johna,Lewknor,534399964578,Female,33,B+,120/80,263.08,154,Yes,Sleep apnea
699,Chane,Sandever,477272929700,Male,17,B-,140/95,120.13,86,No,Rheumatoid arthritis
700,Bernelle,Hencke,859889137062,Female,60,B+,140/95,178.75,199,Yes,Bladder infection
701,Hastie,Nannoni,495820084647,Male,102,B-,110/70,191.6,72,No,Prostatitis
702,Otes,Villa,170317411751,Male,38,O+,140/95,290.42,117,Yes,Atherosclerosis
703,Bobette,Bulluck,632642811305,Female,57,O+,120/80,118.19,80,Yes,Ovarian cancer
704,Tommie,Orme,224837137836,Male,13,AB-,130/90,160.45,88,No,Cardiovascular disease
705,Sinclare,Santus,916927321517,Male,66,A+,120/80,274.2,165,Yes,Tuberculosis
706,Lorine,Bromell,520283100592,Female,65,B-,125/85,283.58,192,No,Parkinson's disease
707,Hernando,Limpkin,354932381120,Male,10,O-,110/70,296.29,152,No,Autism spectrum disorder
708,Maribelle,Pues,524627195330,Female,3,B+,120/80,159.63,136,Yes,Gout
709,Ebonee,Keyes,506849367490,Polygender,63,B-,120/80,259.72,181,No,Pancreatic cancer
710,Briana,Mettericke,223517480388,Female,87,O-,110/70,225.61,104,No,Bipolar disorder
711,Frances,Wessel,579561027019,Genderfluid,41,AB+,125/85,140.66,194,No,Non-melanoma skin cancer
712,Sinclair,Verbeek,432979662290,Male,50,AB+,120/80,135.94,91,No,Huntington's disease
713,Crysta,Jewar,827312387543,Female,79,B+,125/85,123.07,197,Yes,Dengue fever
714,Roseann,Qualtrough,218854413790,Female,42,B+,130/90,221.99,178,No,Hemochromatosis
715,Alexio,Bream,596741985769,Male,67,AB-,140/95,198.75,125,Yes,Hemophilia
716,Shadow,Murra,877598291433,Polygender,68,A-,125/85,156.02,65,No,Thrombosis
717,Kipper,Erickssen,906552514035,Male,49,O+,140/95,193.4,188,Yes,Tuberculosis
718,Domingo,Skpsey,395714926084,Male,51,B+,120/80,114.97,124,Yes,Ovarian cancer
719,Jeannine,Degli Antoni,334183511560,Agender,29,B-,120/80,249.64,135,Yes,Ulcerative colitis
720,Shea,Braddon,675710678542,Female,44,O+,140/95,257.5,98,Yes,Peptic ulcer
721,Max,Brocklehurst,525871633943,Female,76,B-,120/80,179.39,86,No,Von Willebrand disease
722,Tammara,Blouet,804654323226,Female,57,B-,120/80,286.76,198,Yes,Graves' disease
723,Perle,Pepperell,153810015782,Agender,48,O-,140/95,135.62,60,Yes,Menopause
724,Mead,McGeoch,618690450992,Male,70,A+,140/95,233.99,186,No,Hypertension
725,Thurstan,Castagnaro,694821901873,Agender,35,A+,125/85,226.44,110,No,Multiple sclerosis
726,Cecilia,Accombe,344690382391,Female,72,B-,140/95,161.29,173,Yes,Bipolar disorder
727,Sarene,Sute,814168143422,Polygender,46,O-,130/90,204.15,92,No,Influenza
728,Patricio,Paolini,458928535111,Male,19,B+,140/95,259.62,92,No,Leukemia
729,Scot,Jeromson,385019090505,Male,84,O+,125/85,173.12,63,Yes,Psoriatic arthritis
730,Wini,Skerman,595152475723,Female,71,AB+,110/70,179.08,112,Yes,Polycystic kidney disease
731,Peggie,Grieswood,103827560012,Female,37,A+,130/90,126.86,129,Yes,Kidney stones
732,Stefanie,Hendricks,431626663505,Female,16,O-,110/70,281.33,183,Yes,Wilson's disease
733,Tanney,Hazard,513670346322,Male,72,O+,120/80,224.87,78,No,Gastroesophageal reflux disease (GERD)
734,Jermain,Guest,924578027092,Male,76,B-,120/80,129.49,91,Yes,Meningitis
735,Starr,Aylen,673817269847,Female,12,AB-,120/80,144.78,81,No,Chronic kidney disease
736,Shanan,Brigginshaw,555511051865,Genderfluid,47,B+,130/90,104.39,126,No,Peptic ulcer
737,Clarissa,Henrichs,654965757529,Female,86,AB-,125/85,195.15,167,No,Pneumonia
738,Abby,Caisley,642749535835,Male,77,O-,130/90,208.48,124,Yes,Schizophrenia
739,Elianora,Looker,710108862044,Female,32,B-,125/85,217.2,128,Yes,Rosacea
740,Illa,Sommerville,864219223650,Non-binary,80,B+,130/90,126.58,67,Yes,Gastroesophageal reflux disease (GERD)
741,Augustine,Janak,685884266085,Male,20,B-,120/80,147.65,196,Yes,Autism spectrum disorder
742,Salomi,Hayfield,285157135976,Female,25,AB-,130/90,140.56,70,No,Gastroenteritis
743,Jacklin,Redpath,852882593385,Female,97,O-,140/95,147.09,97,Yes,Arthritis
744,Davidson,Sheering,532135835244,Male,48,O+,110/70,254.56,197,Yes,Obsessive-compulsive disorder (OCD)
745,Fraze,Harriskine,683257173614,Male,25,A-,125/85,241.01,196,Yes,Von Willebrand disease
746,Inna,Gane,142245836399,Female,78,B+,125/85,150.47,79,No,Kidney stones
747,Alice,Moen,215710258800,Female,8,A-,120/80,261.61,168,Yes,Glioblastoma
748,Hakeem,Vango,468012447364,Male,55,B+,130/90,137.82,113,Yes,Graves' disease
749,Kellby,Jorge,636775495308,Male,47,AB+,125/85,266.11,133,No,Thalassemia
750,Davon,Dutson,558990096016,Male,64,O-,130/90,171.99,105,No,Glioblastoma
751,Isabelita,Filshin,794508416658,Female,33,B-,130/90,146.55,80,Yes,Endometriosis
752,Wake,Northedge,228287157915,Male,100,O+,140/95,240.85,195,Yes,Irritable bowel syndrome (IBS)
753,Rubie,Giacobo,399327868575,Female,59,A+,130/90,242.28,97,Yes,Lupus
754,Rooney,Lacroix,438080558753,Male,92,AB-,120/80,117.67,193,Yes,Huntington's disease
755,Hillary,Maben,785414649511,Male,22,O-,125/85,175.54,137,Yes,Sleep apnea
756,Bevin,Rawkesby,120678528683,Male,78,AB+,125/85,112.1,133,Yes,Lupus
757,Hillard,Melior,159652484782,Male,19,O-,120/80,294.27,74,Yes,Amyotrophic lateral sclerosis (ALS)
758,Heath,Attew,520715835060,Female,50,O+,120/80,242.97,69,Yes,Eczema
759,Ernesto,Gritten,613196977849,Male,28,B+,125/85,224.45,71,Yes,Gout
760,Emmit,Leckey,115820246714,Male,94,AB+,125/85,242.48,81,No,Irritable bowel syndrome (IBS)
761,Madalyn,Fonquernie,539413542585,Female,25,AB+,140/95,250.7,64,No,Non-melanoma skin cancer
762,Francois,Ruppel,485255190207,Agender,8,AB+,110/70,219.63,68,No,Endometriosis
763,Guendolen,Billson,949918799559,Female,88,B+,125/85,290.01,199,Yes,Meningitis
764,Nadine,Merill,172127573704,Female,28,O+,140/95,187.21,144,Yes,Bipolar disorder
765,Kirby,Arzu,652458284750,Male,54,B-,140/95,231.13,100,Yes,Osteomyelitis
766,Bennett,Norcliffe,512941438672,Male,28,B+,140/95,108.72,154,No,Wilson's disease
767,Ewen,Lody,640930141905,Genderqueer,73,O-,125/85,291.37,195,No,Glaucoma
768,Thorvald,Brunt,235368666842,Male,39,B+,120/80,112.58,84,Yes,Meningitis
769,Neille,Aveling,216261088988,Female,11,A+,140/95,299.27,68,Yes,Arthritis
770,Janey,Anstey,151386273507,Female,84,AB-,130/90,237.39,174,No,Asthma
771,Andrei,Heineken,773131458280,Female,3,B+,120/80,187.46,187,No,Tourette syndrome
772,Olenolin,Shuxsmith,692774524649,Agender,44,B-,140/95,243.43,168,Yes,Depression
773,Layney,Filipychev,911758735085,Female,7,O-,110/70,217.11,67,Yes,Alzheimer's disease
774,Scotti,Aingel,104778274543,Male,102,O-,125/85,131.18,160,No,Sickle cell anemia
775,Nicola,Joselevitz,851217438458,Female,40,A+,120/80,173.95,66,No,HIV/AIDS
776,Obediah,Cashen,228935653132,Male,36,B-,110/70,214.84,178,No,Glioblastoma
777,Aurea,Benadette,719930570515,Female,20,AB-,140/95,296.44,178,No,Tourette syndrome
778,Hannie,Giacovelli,553533552404,Female,69,O-,110/70,157.0,146,No,Turner syndrome
779,Bonnie,Jacobbe,771118921497,Female,4,B-,120/80,151.36,120,No,Diverticulitis
780,Otto,Upcott,652213409564,Male,33,A+,130/90,205.37,159,No,Testicular cancer
781,Aime,Bazoche,279764342560,Female,70,O+,140/95,138.05,105,Yes,Gastroenteritis
782,Karleen,Christie,270383273771,Female,53,A-,125/85,138.76,148,Yes,Thalassemia
783,Fredric,Mulvihill,252549699377,Male,40,AB+,140/95,155.71,200,Yes,Rheumatic fever
784,Manda,MacCaughey,575841761077,Female,44,AB+,110/70,139.74,112,Yes,Menopause
785,Vita,Lemerle,371935090492,Female,5,O+,125/85,290.95,78,Yes,Chronic obstructive pulmonary disease (COPD)
786,Frankie,Gilardoni,262564443964,Male,94,B-,120/80,117.54,151,No,Cirrhosis
787,Inge,McKew,611886061374,Female,77,AB+,140/95,200.04,77,No,Von Willebrand disease
788,Fremont,Danes,526857566015,Male,99,O-,130/90,235.6,118,No,Tuberculosis
789,Gaylene,Ilchenko,923784296257,Female,73,A+,125/85,203.97,137,No,Melanoma
790,Kristian,Gowar,968779691843,Male,3,AB+,140/95,157.56,170,Yes,Hemochromatosis
791,Verla,Bodicum,287727458116,Female,56,AB+,125/85,171.6,177,No,Sickle cell anemia
792,Emory,Jambrozek,804195579717,Male,65,A+,130/90,270.88,81,No,Thalassemia
793,Annalee,Roostan,233630635849,Female,81,AB-,130/90,273.75,169,No,Lymphoma
794,Christiano,Jentzsch,201792026446,Male,83,AB+,140/95,172.5,99,No,Asthma
795,Gan,De Maine,805567010642,Genderfluid,76,A-,140/95,210.22,108,No,Rheumatic fever
796,Bondie,Meekin,499278624600,Genderfluid,94,A+,120/80,142.47,161,Yes,Testicular cancer
797,Olag,Devitt,551943591770,Male,58,O-,110/70,166.17,197,Yes,Parkinson's disease
798,Brunhilda,Fetterplace,582538344282,Female,4,B-,130/90,219.43,87,Yes,Acne
799,Svend,Arnald,413061756764,Male,76,AB+,110/70,155.49,151,No,Chronic obstructive pulmonary disease (COPD)
800,Halimeda,Mainland,330107279200,Female,15,B-,125/85,271.69,196,Yes,Varicose veins
801,Bartlett,Dand,512345151329,Male,73,O+,130/90,209.03,161,No,Irritable bowel syndrome (IBS)
802,Jonas,Pardey,429615150950,Male,75,O-,120/80,214.49,190,Yes,Brain tumor
803,Rosina,Erdis,876997826412,Female,16,A-,110/70,244.67,178,Yes,Irritable bowel syndrome (IBS)
804,Idalia,Growden,176183474029,Genderqueer,74,O+,110/70,112.19,108,Yes,Eczema
805,Carmelina,Wasielewski,328485574508,Female,82,O-,110/70,285.86,75,Yes,Schizophrenia
806,Tim,Szanto,149068494702,Male,62,A-,140/95,249.66,119,Yes,Non-melanoma skin cancer
807,Rog,Lawfull,250412660593,Bigender,87,B+,140/95,234.18,158,Yes,Fibrosis
808,Nichole,Igo,708170995571,Genderqueer,65,A-,110/70,229.86,178,No,Premenstrual syndrome (PMS)
809,Katherina,Prujean,689425192823,Female,102,B-,130/90,294.31,117,No,Psoriasis
810,Harley,Elix,645285820283,Male,31,O+,125/85,183.05,118,Yes,Bladder cancer
811,Mildrid,Coopland,195484555131,Female,82,AB+,140/95,104.72,104,Yes,Pneumonia
812,Dov,Bywater,782682281852,Male,43,AB+,130/90,283.98,101,No,Schizophrenia
813,Alwin,Speare,479746389888,Male,80,A+,120/80,290.14,167,Yes,Chronic obstructive pulmonary disease (COPD)
814,Juli,Filipchikov,944485291904,Female,41,A+,140/95,232.26,159,Yes,Tuberculosis
815,Archaimbaud,de Villier,632933406592,Male,89,AB-,110/70,150.74,169,Yes,Myasthenia gravis
816,Alfy,Bonnick,346775476107,Male,13,AB-,125/85,193.63,146,Yes,Addison's disease
817,Mikel,Gennerich,725204858772,Male,47,O-,140/95,194.4,171,Yes,Wilson's disease
818,Cecily,Das,259663214487,Female,103,AB+,125/85,277.15,158,Yes,Ulcerative colitis
819,Ofella,Pietruszka,624452417440,Female,51,B+,125/85,226.93,116,No,Leukemia
820,Winnie,Cudby,313124870049,Male,60,AB+,130/90,143.95,128,No,Influenza
821,Carrol,Thebes,642385237924,Male,98,O-,110/70,104.44,145,No,Alzheimer's disease
822,Ruprecht,Pavey,358648354731,Male,98,A+,120/80,292.03,121,Yes,Thrombosis
823,Sven,Brandom,727766063019,Male,34,AB-,110/70,155.36,166,No,Acne
824,Julie,Breem,987626936237,Female,56,B+,130/90,286.14,139,Yes,Graves' disease
825,Annecorinne,Matuschek,850130909106,Female,61,A+,120/80,276.97,61,No,Wilson's disease
826,Robinet,Cornock,731863717817,Female,48,B-,120/80,233.1,170,Yes,Schizophrenia
827,Anatol,Lennon,970181261243,Male,92,AB+,120/80,269.51,120,No,Myasthenia gravis
828,Marlee,Vatcher,125076805566,Female,3,AB+,140/95,135.06,174,No,Kidney stones
829,Dulsea,Bacup,705550022591,Female,24,AB+,140/95,227.38,90,No,Autism spectrum disorder
830,Chaddie,Hamer,450101737406,Male,48,O-,130/90,146.38,139,No,Gastroesophageal reflux disease (GERD)
831,Ronnie,De Vaux,853471827905,Female,39,B+,110/70,184.71,148,Yes,Arthritis
832,Vin,Gheerhaert,419449583563,Male,23,AB-,125/85,225.85,81,No,Malaria
833,Wendall,Self,706340018128,Male,17,O+,130/90,209.67,199,No,Alzheimer's disease
834,Oberon,Budik,151140956116,Male,53,B+,130/90,150.62,72,Yes,Depression
835,Tyler,Faichney,556101613526,Male,66,A+,110/70,232.65,156,Yes,Bladder infection
836,Jeromy,Churm,790700758999,Genderfluid,55,A+,120/80,285.51,69,No,Insomnia
837,Ulberto,Questier,318377727960,Non-binary,18,B+,140/95,171.39,120,No,Down syndrome
838,Faythe,Gillis,700364044251,Female,13,B-,130/90,222.45,104,No,Bladder infection
839,Chrissie,Diggar,663891458012,Male,67,B-,110/70,243.83,126,Yes,Multiple sclerosis
840,Taffy,Revell,355536074715,Female,86,AB-,110/70,199.21,63,No,Cataracts
841,Ellerey,Redhills,827082438622,Male,89,A+,110/70,131.71,70,No,Multiple sclerosis
842,Raven,Freckleton,486021085166,Non-binary,72,O-,125/85,275.27,125,Yes,Polycystic kidney disease
843,Sullivan,Croucher,616763127794,Agender,26,B+,125/85,252.5,164,Yes,Pancreatitis
844,Denver,Latus,340634441714,Male,15,AB-,110/70,234.83,136,Yes,Irritable bowel syndrome (IBS)
845,Caspar,O'Hingerty,510749243381,Male,92,B-,130/90,229.59,199,No,Multiple sclerosis
846,Emogene,Reynard,562685147129,Female,22,B+,110/70,248.06,96,Yes,Thalassemia
847,Dru,Jimson,720477157392,Female,21,A-,130/90,267.61,85,Yes,Hemophilia
848,Merrielle,Billyard,470906837009,Female,90,B+,140/95,235.02,134,Yes,Melanoma
849,Leonidas,Shoebottom,320209000467,Male,10,AB+,120/80,269.83,88,Yes,Fibrosis
850,Jennilee,Tomashov,263007492125,Female,36,A-,130/90,266.26,66,Yes,Crohn's disease
851,Blisse,Tilne,215553685539,Female,24,B-,130/90,285.07,188,No,Fibromyalgia
852,Damian,Rossander,329620174886,Male,82,B-,130/90,141.63,78,Yes,Kidney stones
853,Kylynn,Van Niekerk,246265976873,Female,26,AB-,120/80,210.97,116,Yes,Huntington's disease
854,Latia,Tassaker,988400130089,Female,61,O+,120/80,133.75,64,No,Polycystic ovarian syndrome (PCOS)
855,Dredi,Ivashinnikov,507412551722,Female,101,AB+,130/90,111.2,80,Yes,Psoriasis
856,Iosep,Abdee,595762190385,Male,98,B-,120/80,299.18,184,Yes,Kidney stones
857,Eileen,Pail,756042438710,Female,24,O-,120/80,214.8,135,No,Influenza
858,Henri,Sibbe,774598596663,Male,66,A-,125/85,245.17,112,Yes,Bladder cancer
859,Radcliffe,Regus,569351411768,Male,11,AB+,140/95,178.5,174,Yes,Psoriatic arthritis
860,Yale,Lowry,260598986812,Male,10,AB+,130/90,134.51,187,Yes,Ebola virus disease
861,Oran,Penzer,381656299583,Genderfluid,88,B+,125/85,162.62,116,No,Sickle cell anemia
862,Arne,Ortell,631681251397,Male,40,B-,110/70,123.96,149,Yes,Dengue fever
863,Deane,Siddaley,250894415953,Male,82,AB-,120/80,211.69,109,Yes,Myeloma
864,Fanni,Hearnes,766794790998,Female,56,O+,140/95,193.13,99,Yes,HIV/AIDS
865,Padgett,Fulbrook,265116366943,Male,76,O-,130/90,276.31,111,Yes,Dengue fever
866,Lexy,Goodboddy,903602550882,Female,49,A+,125/85,223.08,75,No,Multiple sclerosis
867,Tandie,Pennycock,283888777314,Female,66,AB+,110/70,264.59,122,No,Pneumonia
868,Eachelle,Kencott,316874578020,Female,65,A-,110/70,151.01,100,Yes,Crohn's disease
869,Pammi,Goodson,259792935018,Female,91,O-,140/95,123.47,141,Yes,Thrombosis
870,Rosemarie,Dumphy,265293265005,Female,83,B-,110/70,188.71,73,Yes,Melanoma
871,Millard,Darlaston,500013832304,Male,49,AB-,140/95,155.38,169,No,Obsessive-compulsive disorder (OCD)
